,Fault_20,FWL,Corey_O_W,Corey_water,Krw_Sorw,gamma_poro,beta_poro,LN_gamma_perm,LN_beta_perm,LN_gamma_swcr,LN_beta_swl,cos_teta,LN_gamma_sw,LN_beta_sw,ANI,Azimuth,Major,Minior,Vertical,case
0,0.248668584157093,-2668.12065659329,4.14721708779559,3.17777483927914,0.494511336271889,0.0795801736468357,0.176747015489613,0.186798055017832,3.51529218127359,1.12849111106642,3.14960582910553,0.366742092057942,0.251389577407106,-1.68580545016509,0.0689399098320584,24.1364611983935,5115.09806202496,1200,17.8431202102653,0
1,0.797947697247354,-2666.59385401923,4.67005379631652,1.5060216718847,0.593817058156159,0.0959129034615648,0.184026883369324,-0.191097958596562,4.50323671474458,1.00272288052492,3.26126032097324,0.86605531635138,-0.34762285214645,-1.79281678519576,0.0572732419833882,23.6412579164101,7953.47262474404,1200,10.2787716208393,0
2,0.244518749529737,-2661.80941312425,4.2420042339908,1.00993823288471,0.307952687334247,0.0889010187224024,0.178225151592039,-1.12524496377401,4.91713037950784,1.01700792043331,3.19761034813598,0.662352053165134,-0.35773133316903,-2.04390800633789,0.029331722166078,14.3076619758772,2839.27104032564,1200,8.35589749708581,0
3,0.100952654658329,-2666.34617442607,4.08635442735923,3.84153554897827,0.341370431725574,0.0918745012543511,0.19811493740143,-1.17971434231331,4.16092521201676,1.0641817880162,3.19390886393092,0.403921061066874,-0.138078731329217,-1.88484672751922,0.0106840780892801,40.9235651422867,6774.46994710456,1200,19.5688959260326,0
4,0.872962504100503,-2658.61600461491,3.88073959149455,0.840752040241264,0.176003330050038,0.0773518940067626,0.181099410729995,-0.770161539521144,4.26872538704645,1.06120534942542,3.13351890418377,0.313544635750607,-0.104301992165065,-1.64058851969316,0.0257990580963898,16.8701226063399,6883.35693226352,1200,8.63416092453253,0
5,0.94175661026582,-2656.93055641182,4.50083908191921,0.980662209810997,0.111614020360454,0.0648078504767305,0.16872964396548,-1.25946281429532,3.83159661037084,1.0406003760363,3.28519530761298,0.509239906477388,0.145083093926815,-1.48563497165154,0.0209079581317063,52.2962654346117,5705.09192846021,1200,2.30056353346471,0
6,0.0835999423095956,-2653.29608719065,4.41808247166597,1.25583751278736,0.118225451008522,0.0844540921768425,0.172705649894059,-1.01478049938706,4.37509382373797,1.12023680681374,3.21710795421019,0.703012627587194,-0.18535718177229,-1.89812073871359,0.0581409578482346,18.7323874042986,7953.97992895636,1200,2.43331761352407,0
7,0.855244307245707,-2648.25606511219,4.15546356772793,1.44448157783806,0.543451017534105,0.0928140353694624,0.177711601302825,-0.15371082736054,4.66341330204691,1.10174282523885,3.16768739543282,0.427950617754343,0.189295546363711,-2.09277814015084,0.0752108318662321,58.0589136006585,6960.09961211127,1200,21.9434901461673,0
8,0.344671722196355,-2661.19007090115,4.80726783862676,1.56833106203393,0.29661470735288,0.0886656107086062,0.193634080040098,-0.95670148100392,4.96564515717963,1.06482102408298,3.13112180504534,0.158996169001328,0.226791634409126,-1.81310888875095,0.0839203862351926,21.0153110050668,3811.02181962273,1200,5.17953741372541,1
9,0.949629100481807,-2667.09231188432,3.5576692723472,2.18126126219577,0.41366228243041,0.0938465275735811,0.188035936711373,-0.643351873987984,4.068980229069,1.18798559884913,3.17235601277666,0.923625606759277,-0.351603450530955,-1.85845422293686,0.0199989255191753,44.277261809575,6658.36014675831,1200,2.48880701953955,0
10,0.378758666281942,-2658.44430315748,4.44374272424902,1.13102298319853,0.472627260243812,0.0735108624685141,0.174664758024115,-0.828276528023405,3.72555498523151,1.11970820153118,3.13547909643291,0.613789841080452,-0.175870334663368,-1.65282924614559,0.0235120491932668,42.8220105882837,7531.80655466011,1200,4.74583607341435,0
11,0.0299558187974411,-2653.36717509775,4.18176344967529,1.89356357524803,0.491002402543557,0.0671221777457382,0.191714361322911,-1.28210281650419,4.20990687344498,1.01781097195009,3.10797181073947,0.233829644157938,-0.0878664821087692,-1.59537177312112,0.0255014277368325,42.1842357898989,5087.70413747416,1200,8.73535514983132,0
12,0.0873047272149961,-2665.56342581965,4.04894946247756,2.46490173082096,0.201667329809474,0.0810094167334071,0.164117383340428,-0.954421489741943,4.31015992881644,1.09767487808022,3.28857197211523,0.788970509908614,0.181361471874342,-1.68582179913242,0.0227635318286547,51.4348818787536,2854.28052481929,1200,12.941384753185,0
13,0.113705513120492,-2656.77950204154,4.21982685961753,1.8203220476491,0.692543200493112,0.0848146127689698,0.181371105561671,-0.059485494609403,3.6019106794884,1.02628620296078,3.18851433279389,0.701410982129821,-0.261216326847308,-1.55218619634453,0.0144326437657851,14.2897105702617,6935.6401045507,1200,17.5205588156919,0
14,0.929596391473709,-2645.22310954529,4.18977412320197,1.72310811603587,0.447074913022609,0.0649694409970983,0.169213994302421,-0.729137911134557,3.73737001457874,1.04275123423094,3.22450066410215,0.96000529409433,0.00523747805843011,-1.94849833792797,0.0103813818750816,10.2921840177347,3329.51432877663,1200,16.4597788785863,0
15,0.422346383995538,-2655.2333792803,4.05882157863063,1.67530942804893,0.241907869624862,0.0742616651757907,0.196412254220067,-0.996439264599438,3.59628339384323,1.15001431580168,3.29923062743583,0.148400896170829,-0.313709562132,-1.98231197123011,0.0214093037747821,59.3298919868329,7506.65166345735,1200,12.2170617856165,0
16,0.587706566596267,-2659.21679446484,4.49202069914528,3.69122177459822,0.155108758925977,0.0910897179260337,0.171507070798197,-0.235460599076962,4.22477519282921,1.17223414907802,3.29440993983038,0.640258353556161,0.122715039282439,-2.02093562966675,0.0955584891864837,25.6707888076412,2203.86216100485,1200,6.04049036514037,0
